Siruvalur,696
Sithalampattu,697
Sithalingamadam,698
Sithamoor,699
Sittiampakkam,700
Sivagangai,701
Sivagiri,702
Sivagnanapuram,703
Sivakasi,704
Sivanthipatti,705
Sivarakkottai,706
Somasipadi,707
Soonampedu,708
Sooranam,709
South avanashipalayam,710
Srimushnam,711
Sriperumbudur,712
Srivaikundam,713
Suchindrum,714
Sulur,715
Sunjalnatham,716
Suthamaalli,717
T. Kallupatti,718
T.Palur,719
T.Pet,720
Talavadi,721
Tambaram_R.F,722
Tenkasi,723
Thahattur,724
Thalaivasal,725
Thalaivasal_R.F,726
Thalanayar,727
Thalapatti,728
Thalayamanglam,729
Thalli,730
Thamarakki,731
Thambikkottai,732
Thandalam,733
Thandarampet,734
Thandikudi,735
Thanichayam,736
Thanipadi,737
Thanjavur,738
Tharamangalam,739
Thayamangalam,740
Theerthamalai,741
Thekkur,742
Thellar,743
Theni,744
Thenkarai,745
Thenkaraikottai,746
Thenneri,747
Thennilai,748
Theriruveli,749
Therkupoigainallur,750
Thethurai,751
Thevaram,752
Thevoor,753
Thevur,754
Thillaiyadi,755
Thimiri,756
Thingalur,757
Thiru. Uttarakosamangai,758
Thiruchitrambalam,759
Thirukannapuram,760
Thirukkalukundram,761
Thirukkannamangai,762
Thirukostiyur,763
Thirumalaigiri,764
Thirumalayampalayam,765
Thirumangalam,766
Thirumanur,767
Thirumayam,768
Thirunavalur,769
Thirunindravur,770
Thirupalaivanam,771
Thirupalapandal,772
Thirupathur,773
Thirupattur,774
Thiruppachetthi,775
Thirupparankundram,776
Thirupporur,777
Thiruppulivanam,778
Thiruppuvanam,779
Thirupukuzhi,780
Thirupullani,781
Thiruvadanai,782
Thiruvakkulam,783
Thiruvalam,784
Thiruvanthipuram,785
Thiruvarur,786
Thiruvathavur,787
Thiruvattar,788
Thiruvattar_R.F,789
Thiruvengadam,790
Thiruvenkadu,791
Thiruvennainallur,792
Thiruverambur,793
Thiruvezhimizhalai,794
Thiruvidaimaruthur,795
Thiruvilaiyattam,796
Thiurmarugal,797
Thiyagadurgam,798
Thogamalai,799
Thondamuthur,800
Thondi,801
